id,target
172,4611510.755948917
173,4575423.25892449
174,5054805.012574858
175,1820701.7635334355
176,3988862.3842445007
177,36705713.1586804
178,5556378.306557392
179,2127010.047285134
180,4487324.423399523
181,11406384.065317657
182,3585642.7326545147
183,1321809.9360477277
184,42057690.75027719
185,3825639.8919961923
186,6585220.653836534
187,7514618.273247647
188,4416223.639455781
189,3444039.1833759355
190,4221639.132478717
191,5779664.322595175
192,4027209.51244261
193,3974611.994376755
194,4363356.272479341
195,3345615.7342899335
196,1276363.9274050437
197,8151363.8443733025
198,6258848.113259601
199,4485805.410808824
200,1408554.9800002812
201,3729664.710434032
202,36889090.74050467
203,5334662.328569651
204,7800389.143805991
205,5463245.801550605
206,9015170.863459438
207,5225558.381439033
208,5188047.135963951
209,3615924.639978925
210,4028241.0490673687
211,26075739.605086684
212,12366144.031345125
213,1294706.7678960897
214,1071572.9877459223
215,3982112.80212776
216,44085011.633333325
217,4901310.148352657
218,5611934.340274047
219,11138312.876301274
220,11335502.147551563
221,6299349.4336844
222,2398207.3148107054
223,15105189.3304073
224,5635788.383445348
225,4184969.7485904815
226,9485893.002141988
227,1026043.6764822551
228,4163802.7862221156
229,6403526.143687687
230,4190642.180428959
231,3938747.1719331485
232,1463482.899742868
233,5350225.071379456
234,11406384.065317657
235,5722742.078054024
236,3895200.0223679296
237,24075593.596284673
238,7011845.384993362
239,4624962.673522569
240,43394546.245421246
241,32735456.14070782
242,39927956.34920635
243,11167559.20386556
244,13073781.577834321
245,1378254.020103833
246,3086785.747414177
247,13816458.117535835
248,3292946.944064205
249,4166166.442223257
250,1114466.6852964705
251,16804657.570111223
252,3915321.3146653515
253,4806037.83978629
254,3500328.523000658
255,11500522.500462277
256,3900299.379182694
257,16096665.740375938
258,14117003.197708273
259,3859981.108725814
260,6380904.012379709
261,1466012.0315992057
262,5866983.995331957
263,7717076.148472609
264,3953992.2296500793
265,8962623.267059159
266,4097278.0497384667
267,6857861.037096626
268,5542338.824907055
269,15713166.952050941
270,1455854.9529862555
271,4432880.446899963
272,9003827.201161692
273,21449539.642879203
274,9138052.49001032
275,7132468.142081554
276,3540715.4113937495
277,4709864.185087932
278,9062995.009763585
279,15098696.930627108
280,6583344.019714189
281,4954128.394741889
282,6624435.600628856
283,7045125.0564045925
284,2035988.4426401437
285,18527022.76984739
286,5832650.740158419
287,5396105.459146094
288,5473454.7225393085
289,3913355.9973875606
290,8303392.355522064
291,12753918.17753286
292,12477210.779084288
293,18231798.157451145
294,3165102.6786352936
295,4978606.57697961
296,53994140.04234196
297,7886955.958708305
298,3654729.281134467
299,6469896.537918688
300,5392019.189223416
301,3325580.906522203
302,5293202.845254248
303,4465639.432326505
304,32597123.01587301
305,8709449.399641179
306,8393372.921837289
307,14843944.75671515
308,10478567.362848358
309,3102839.0717155137
310,9356862.547808453
311,52786773.09861192
312,4312255.107720502
313,5448113.417146248
314,4047638.277254748
315,5291457.5149056995
316,6247631.046025691
317,15087691.357624914
318,4903772.252481615
319,5188040.657110807
320,7666888.108205397
321,13179455.514670013
322,11287812.772552736
323,4124842.940560942
324,3754953.6385763455
325,3811629.059500565
326,11584169.918605715
327,61813928.571428575
328,8336845.386260565
329,9067456.045574969
330,8040208.416590093
331,3997378.7844362445
332,5342405.574260621
333,11951760.403420992
334,7719528.568719932
335,2134621.538203721
336,18318483.826813597
337,5412074.161850357
338,10731907.332928525
339,4231971.954960121
340,7952323.446348839
341,4074846.5588487964
342,1489134.441778655
343,16531485.542773934
344,4937638.249334243
345,7438462.360360402
346,3993436.709545316
347,11595690.266245484
348,16724857.93457537
349,1890374.9822898884
350,6348117.583420476
351,3180721.910497161
352,1372781.1350277227
353,6919070.137448361
354,11789209.571354354
355,2967517.171694582
356,3662937.8496786715
357,4134227.6145600164
358,7728738.641317364
359,3848158.533321056
360,5647166.056749167
361,10660308.740258086
362,4141632.396598724
363,13711884.287667235
364,3634523.4383851904
365,11425518.344138792
366,1146391.0917418038
367,45063600.75800901
368,4037485.045726095
369,1837099.7039428896
370,13461870.437542412
371,42909752.39993705
372,18942171.736770358
373,6400583.083668617
374,35177478.786770985
375,8861948.611603579
376,3991883.137973691
377,4091541.5029097777
378,5343104.482676946
379,5408800.005873668
380,5016026.884405057
381,4120435.027844687
382,4138657.9518049196
383,53904036.00803401
384,1277385.8171755734
385,4243414.001774349
386,10233432.608441414
387,3309951.857694817
388,3998381.9503969005
389,6499678.551209769
390,9531135.248370938
391,4091932.664209559
392,25006156.642030407
393,9003827.201161692
394,3342256.314854871
395,3904433.4404657413
396,4996258.266711354
397,1319297.4756739575
398,4523493.268718383
399,10513707.590647334
400,2088628.8451898354
401,5160984.214043595
402,1549225.7203027045
403,12188236.465909444
404,12137530.241495905
405,1269972.329765952
406,39254853.25814537
407,5631061.2027950855
408,6154591.133721171
409,7984714.054135876
410,13470697.173421903
411,27004642.85714286
412,1282988.8018943828
413,9566391.871521333
414,5715435.31823106
415,4457587.273619907
416,5103448.05497934
417,7312763.55900692
418,38686379.93197279
419,6646455.54327003
420,3924751.2055570083
421,4147763.2083724923
422,31230897.581225477
423,15313733.704518817
424,4467169.456610133
425,2097880.810327649
426,4081366.2723210435
427,43910542.56922068
428,16657144.804306585
429,4157240.9178746506
430,5662177.347386527
431,9890158.056113234
432,4587675.698022207
433,6969439.654857124
434,11268101.27673908
435,13565720.272039592
