id,target
126,3104093.5271730013
127,22139264.73695666
128,8203597.118809123
129,4653420.287945197
130,42017452.16534487
131,4907346.736188182
132,1891250.0
133,45020755.288636506
134,12419191.039978078
135,10392078.193465909
136,5583669.852154511
137,1233967.2517777346
138,4286778.692843289
139,18838574.81979962
140,4929083.455679475
141,32338651.733614206
142,45488997.72687241
143,26807925.151007757
144,10469230.232315699
145,7002146.147218158
146,3644557.1031392436
147,4268015.0142151425
148,3908215.6720744134
149,12379086.330426985
150,867782.2688944923
151,4677241.986069295
152,1654452.8085247253
153,6805870.793202001
154,40700818.06989881
155,9662063.616175506
156,5360227.6390274055
157,1621666.6666666667
158,11951370.761737889
159,3634960.542727845
160,3860875.9517440298
161,3583072.907974951
162,4982701.500873247
163,22172488.280520737
164,4462763.762980082
165,2395198.832020886
166,3709237.222888391
167,4907323.954162861
168,3610522.8692846745
169,5376875.144742354
170,6351666.666666667
171,14571872.225014718
172,9281208.525758252
173,6635974.567496178
174,5947497.776039059
175,2232426.4260450825
176,5124764.184072166
177,32954190.490627985
178,6181906.416565173
179,1581903.3333333333
180,5458447.865484855
181,9352719.647367941
182,3469791.48748805
183,888733.3333333334
184,36477269.45985793
185,2971680.0534005235
186,8467481.94169581
187,9297459.588660961
188,3817445.613930317
189,3938357.7070455477
190,3707515.1463668677
191,8026066.763413954
192,3866265.034602605
193,5990540.131300871
194,6724161.436363795
195,3850681.0554730096
196,880565.4235299118
197,6272696.487749689
198,7480236.599167098
199,4988778.804966096
200,1507598.0331528473
201,3385532.636521522
202,31633935.582113903
203,7134722.218048771
204,5898632.569483523
205,5877937.880430146
206,5006711.317916379
207,6024608.307558895
208,8129526.615643411
209,19460632.41798568
210,2910748.317287892
211,25102723.42525441
212,6185934.457655873
213,2946925.838010239
214,562538.6738884164
215,4209723.483981133
216,29695348.348937016
217,3820547.002666163
218,7915708.038114626
219,11497216.030921742
220,10508028.906451818
221,5560222.044187873
222,2661934.966476567
223,14184396.03568478
224,7388106.949456143
225,3634909.872596028
226,7859545.376932924
227,453576.6666666667
228,4120272.6525616967
229,12570233.834218597
230,3358981.4828229374
231,3664669.8912005327
232,717750.0
233,7089102.057841049
234,9352719.647367941
235,5025205.73019605
236,3732200.7853966975
237,27697139.159178894
238,10339968.631910285
239,4683599.294348423
240,34487803.91679885
241,19504773.921148535
242,41309636.98460371
243,13962583.809000367
244,13634055.948333599
245,1501243.4282124129
246,1562975.0
247,10860598.350350043
248,3640695.4835259407
249,4340363.3609584225
250,1046001.4718375007
251,13318581.834765613
252,3340026.0054392647
253,4495894.888814378
254,6045445.593668274
255,9841044.97687748
256,3397651.6507546627
257,11710752.974711373
258,15101744.144335398
259,3827593.1113352613
260,11129212.566501798
261,1758082.668390284
262,7962782.008608498
263,8529265.228011787
264,4263705.104268341
265,14909087.622398362
266,4759728.955399324
267,6798197.413387562
268,7802318.24261557
269,10752992.027414655
270,3746084.8702038117
271,5108693.418811523
272,7809483.748582774
273,31176509.380728316
274,10094451.465756284
275,6249048.207879379
276,4043690.2160860375
277,3662559.6547803176
278,5570849.450582166
279,13538256.39760452
280,11145302.435504884
281,3681987.352779845
282,2784626.4064374394
283,4013100.0
284,2421964.1811994626
285,18373387.44950414
286,6723008.158339732
287,6260635.079318182
288,5674582.7015464315
289,3926831.3202267666
290,9947427.885872792
291,10041133.105147375
292,9577291.748252368
293,10143695.25950861
294,3461928.0106762494
295,6435620.304658557
296,48179353.188726515
297,6615351.796188588
298,5294193.29194814
299,8958269.612419138
300,4410020.685022176
301,3587819.9521035813
302,7378308.131651886
303,4613100.725961378
304,40098092.35219134
305,14834006.391998207
306,7135426.988372902
307,15233590.672004059
308,7790099.418528032
309,1844068.4065658748
310,6561493.009502597
311,49130148.54640762
312,4379802.38438941
313,7870587.278972872
314,6457326.645153623
315,4306184.64994344
316,9491217.49611295
317,13230076.541466346
318,8772478.483142104
319,2487937.8260933533
320,11572558.82237606
321,10261710.818672633
322,10067012.851384982
323,5444640.93629809
324,3147177.996866428
325,2405929.8279092945
326,10103568.694546858
327,65263484.86864898
328,5998697.276956699
329,7956618.084189442
330,7139735.754403457
331,3700705.4309655554
332,4314414.602513441
333,10008012.577540575
334,7503791.5419536
335,2750256.2052433793
336,16718039.801464565
337,5130592.806180874
338,7959186.117402438
339,5614864.196079207
340,6221633.9069222165
341,5229855.94412354
342,1458006.154125724
343,13162120.684210109
344,5043949.695789761
345,9105010.348999947
346,3358495.6118456163
347,10535369.315247692
348,17395907.919474456
349,2272344.943510864
350,7088437.232777514
351,2111237.6754910513
352,811925.0
353,8800302.161066635
354,12623570.37816378
355,1542853.3333333333
356,4729736.598863027
357,5906072.181876913
358,8487713.664594674
359,3899486.2954805996
360,6075627.593855995
361,8400434.082040451
362,5243738.954163229
363,13604724.184242
364,6254336.788063246
365,10966573.666886138
366,625236.6666666666
367,46544626.411748946
368,4252386.189134401
369,2037019.274680078
370,12731091.604075236
371,36497106.431319304
372,19582654.175845407
373,25333473.149525072
374,32315897.96637537
375,7580269.501037043
376,4521380.000059593
377,4639980.276371765
378,6914501.572846671
379,5653244.188493301
380,5710356.924615909
381,3418469.1234070375
382,3942138.0373066496
383,48047674.545440786
384,820046.6666666666
385,4483330.746884649
386,9035763.608365713
387,4688766.768493957
388,6410061.6732295975
389,3677400.0
390,8490968.637327807
391,5149462.852397422
392,16082058.153205851
393,7781230.832933065
394,3572703.3399892687
395,3934178.699604763
396,5741710.39056852
397,1161888.2765925478
398,4886693.498220174
399,10991084.840565378
400,3940090.3868231648
401,4088239.4872622103
402,1419425.0
403,10766218.829552721
404,12628403.998329738
405,1008910.0
406,52592165.85223397
407,5945860.954873693
408,4897228.0972784255
409,9666542.579519497
410,11574770.469511056
411,34171437.26628036
412,982375.0
413,7110165.019639364
414,5862248.820129663
415,7826713.374072905
416,4692764.66147067
417,6492934.244616903
418,41123499.357071035
419,22141820.660384677
420,4360034.9674686985
421,3531180.4690001383
422,27258294.359591972
423,19411009.523996394
424,4158967.8240358457
425,2089108.4525915042
426,4249866.73938138
427,41938171.3878808
428,12906936.893171685
429,3349338.280419541
430,6249038.578097737
431,10613549.59998097
432,3943697.8605520222
433,7961098.223472769
434,10085197.56034339
435,12281018.425334938
